flight_id,carrier,date,origin,dest,distance,sched_dep_time,sched_arr_time,dep_time,arr_time,dep_delay,arr_delay,cancelled
F100546,AI,2024-03-10,JFK,IAH,1290,09:00,11:41,09:00,11:41,-15.0,-1.0,0
F100547,BA,2024-10-11,IAH,PHL,799,18:40,20:19,18:40,20:19,-3.0,-12.0,0
F100548,AF,2024-04-29,BWI,SEA,1254,08:05,10:41,09:04,11:29,59.0,48.0,0
F100549,AF,2024-09-06,DTW,DEN,1014,22:55,01:01,23:37,01:44,42.0,43.0,0
F100550,AI,2024-01-29,CLT,ORD,1271,10:10,12:48,10:10,12:48,-20.0,-13.0,0
F100551,SW,2024-11-20,SAN,JFK,887,20:20,22:10,20:52,22:58,32.0,48.0,0
F100552,AF,2024-03-19,PHL,SEA,2553,01:50,07:09,02:11,07:36,21.0,27.0,0
F100553,QF,2024-08-09,ORD,MIA,1116,09:20,11:39,09:20,11:43,-2.0,4.0,0
F100554,QF,2024-02-13,CLT,MIA,822,12:35,14:17,12:46,14:46,11.0,29.0,0
F100555,SW,2024-11-29,DTW,CLT,396,18:45,19:34,19:20,20:27,35.0,53.0,0
F100556,BA,2024-12-16,EWR,LAS,929,18:15,20:11,18:15,20:11,-46.0,-51.0,0
F100557,AF,2024-06-05,SAN,JFK,1778,05:10,08:52,05:16,08:52,6.0,-4.0,0
F100558,AA,2024-12-16,SEA,SFO,697,11:30,12:57,11:30,12:57,-6.0,-7.0,0
F100559,AI,2024-01-08,DFW,LAS,779,10:55,12:32,10:55,12:32,-3.0,-12.0,0
F100560,QF,2024-10-06,SFO,SEA,1969,16:05,20:11,16:05,20:27,-1.0,16.0,0
F100561,AA,2024-12-05,CLT,SAN,1912,16:00,19:59,16:32,20:28,32.0,29.0,0
F100562,BA,2024-12-01,LAX,DTW,1242,00:15,02:50,00:21,02:50,6.0,-3.0,0
F100563,DL,2024-11-28,JFK,LAS,1194,12:45,15:14,12:45,15:14,-22.0,-6.0,0
F100564,EK,2024-02-15,SAN,IAH,721,05:45,07:15,05:45,07:15,-8.0,-9.0,0
F100565,SW,2024-06-19,PHL,BOS,1352,15:20,18:09,,,,,1
F100566,AF,2024-04-30,PHX,BOS,715,16:05,17:34,16:34,17:49,29.0,15.0,0
F100567,AA,2024-04-25,IAH,MIA,1075,04:10,06:24,05:05,07:09,55.0,45.0,0
F100568,AI,2024-05-03,SEA,MSP,593,18:30,19:44,18:50,20:08,20.0,24.0,0
F100569,UA,2024-10-24,SFO,DFW,1210,17:50,20:21,18:09,20:50,19.0,29.0,0
F100570,QF,2024-03-15,DFW,MSP,1665,20:40,00:08,20:57,00:24,17.0,16.0,0
F100571,DL,2024-03-15,DEN,PHX,1403,23:00,01:55,23:54,02:49,54.0,54.0,0
F100572,EK,2024-04-06,MIA,DFW,415,03:30,04:21,04:05,04:57,35.0,36.0,0
F100573,AI,2024-11-01,SAN,SEA,200,07:45,08:25,08:13,08:49,28.0,24.0,0
F100574,QF,2024-12-30,SAN,DTW,945,20:10,22:08,20:25,22:27,15.0,19.0,0
F100575,SW,2024-01-08,LAX,MSP,1425,08:20,11:18,08:20,11:22,-4.0,4.0,0
F100576,UA,2024-12-18,MSP,PHL,844,10:25,12:10,10:50,12:44,25.0,34.0,0
F100577,LH,2024-11-09,LAS,EWR,438,23:40,00:34,00:14,01:04,34.0,30.0,0
F100578,QF,2024-08-21,ATL,DTW,1484,01:45,04:50,02:01,05:30,16.0,40.0,0
F100579,QF,2024-05-29,LAX,SEA,865,14:20,16:08,14:20,16:08,-2.0,0.0,0
F100580,BA,2024-12-19,SAN,LAX,818,16:30,18:12,16:57,18:22,27.0,10.0,0
F100581,UA,2024-03-10,BWI,IAH,367,12:20,13:05,,,,,1
F100582,EK,2024-08-20,BWI,SFO,359,02:05,02:49,02:36,03:43,31.0,54.0,0
F100583,DL,2024-12-27,ORD,DFW,937,14:50,16:47,14:53,16:53,3.0,6.0,0
F100584,QF,2024-07-12,SAN,DEN,1697,17:20,20:52,17:20,20:52,-16.0,-11.0,0
F100585,UA,2024-04-01,DEN,DFW,1585,22:00,01:18,22:20,01:42,20.0,24.0,0
F100586,UA,2024-04-13,ATL,DEN,1600,00:40,04:00,,,,,1
F100587,EK,2024-01-03,DTW,BWI,200,19:25,20:05,19:49,20:23,24.0,18.0,0
F100588,DL,2024-05-05,SAN,JFK,200,17:05,17:45,17:06,17:46,1.0,1.0,0
F100589,UA,2024-01-19,LAX,CLT,1571,04:00,07:16,04:47,08:21,47.0,65.0,0
F100590,AA,2024-04-01,ATL,MSP,1983,05:50,09:57,06:16,10:26,26.0,29.0,0
F100591,QF,2024-10-23,DEN,DTW,200,11:00,11:40,11:01,11:40,1.0,-7.0,0
F100592,DL,2024-02-03,EWR,BWI,2302,09:25,14:12,09:28,14:18,3.0,6.0,0
F100593,QF,2024-11-09,SFO,SEA,1330,01:15,04:01,01:23,04:31,8.0,30.0,0
F100594,AI,2024-11-07,BOS,MSP,626,10:05,11:23,10:17,11:28,12.0,5.0,0
F100595,AI,2024-11-19,DTW,IAH,207,15:25,16:05,15:25,16:05,-8.0,-6.0,0
F100596,SW,2024-01-13,JFK,DFW,742,14:50,16:22,14:50,16:22,-10.0,-25.0,0
F100597,LH,2024-06-19,EWR,LAX,950,11:35,13:33,11:35,13:33,-31.0,-20.0,0
F100598,BA,2024-06-02,ORD,LAS,1049,16:35,18:46,,,,,1
F100599,AF,2024-10-18,LAS,EWR,200,19:00,19:40,19:00,19:40,-1.0,-8.0,0
F100600,EK,2024-11-26,DTW,LAX,1191,04:25,06:53,05:06,07:13,41.0,20.0,0
F100601,EK,2024-09-23,EWR,LAX,1069,09:40,11:53,09:43,12:06,3.0,13.0,0
F100602,AF,2024-03-17,PHX,ORD,1127,08:00,10:20,08:00,10:20,-12.0,-14.0,0
F100603,AI,2024-10-31,CLT,DEN,522,03:05,04:10,03:39,04:46,34.0,36.0,0
F100604,EK,2024-08-19,SEA,CLT,2140,09:45,14:12,09:45,14:12,-16.0,-32.0,0
F100605,SW,2024-09-16,ORD,DTW,200,00:25,01:05,00:25,01:05,-33.0,-28.0,0
F100606,QF,2024-03-14,BOS,PHX,1305,03:35,06:18,03:35,06:18,-33.0,-20.0,0
F100607,QF,2024-06-08,ATL,JFK,710,01:50,03:18,02:01,03:50,11.0,32.0,0
F100608,DL,2024-01-12,PHL,BOS,1538,18:05,21:17,18:05,21:17,0.0,-9.0,0
F100609,QF,2024-12-09,LAS,DTW,200,03:05,03:45,03:05,03:45,-11.0,-12.0,0
F100610,QF,2024-10-04,ATL,SEA,407,11:35,12:25,11:39,12:32,4.0,7.0,0
F100611,SW,2024-06-08,DEN,ORD,865,19:10,20:58,19:10,20:58,-9.0,-5.0,0
F100612,AA,2024-01-28,ATL,EWR,1265,02:20,04:58,02:20,04:58,-20.0,-1.0,0
F100613,EK,2024-06-08,SAN,PHX,940,10:45,12:42,10:52,12:59,7.0,17.0,0
F100614,EK,2024-02-17,BWI,DFW,1139,22:25,00:47,22:56,01:23,31.0,36.0,0
F100615,EK,2024-03-14,SEA,MIA,632,19:05,20:24,19:21,20:28,,4.0,0
F100616,AF,2024-01-16,MSP,PHL,1065,02:25,04:38,02:31,04:44,6.0,6.0,0
F100617,AF,2024-03-06,SAN,BWI,922,16:15,18:10,16:15,18:10,-40.0,-45.0,0
F100618,DL,2024-08-24,BOS,BWI,1055,12:40,14:51,12:51,14:52,11.0,1.0,0
F100619,LH,2024-04-16,ORD,PHX,1759,22:40,02:19,22:40,02:19,-15.0,-1.0,0
F100620,SW,2024-12-30,DEN,ORD,1256,18:25,21:02,18:25,21:16,-9.0,14.0,0
F100621,EK,2024-07-26,DEN,LAS,283,02:40,03:20,03:10,04:04,30.0,44.0,0
F100622,EK,2024-04-21,LAX,ATL,597,04:40,05:54,07:22,08:35,162.0,161.0,0
F100623,UA,2024-05-29,MSP,BWI,2314,12:40,17:29,12:40,17:29,-27.0,-29.0,0
F100624,AI,2024-06-25,BOS,MSP,1139,02:40,,02:40,,0.0,1.0,0
F100625,BA,2024-10-08,LAX,CLT,1346,01:00,03:48,01:00,03:48,-53.0,-66.0,0
F100626,AA,2024-12-25,SEA,MSP,1026,18:20,20:28,18:20,20:29,-3.0,1.0,0
F100627,SW,2024-03-12,DEN,PHL,1136,06:35,08:57,06:35,08:57,-46.0,-29.0,0
F100628,UA,2024-02-06,DFW,JFK,701,20:00,21:27,20:00,21:27,-15.0,-10.0,0
F100629,UA,2024-11-24,ORD,DEN,1064,13:25,15:38,14:02,16:20,37.0,42.0,0
F100630,EK,2024-10-09,PHL,EWR,1694,14:20,17:51,14:20,17:51,-16.0,-12.0,0
F100631,SW,2024-07-29,PHL,MIA,331,17:40,18:21,17:49,18:31,9.0,10.0,0
F100632,DL,2024-12-19,BWI,DTW,905,02:30,04:23,02:33,04:37,3.0,14.0,0
F100633,BA,2024-02-10,MSP,IAH,200,16:40,17:20,16:40,17:20,-15.0,-13.0,0
F100634,DL,2024-06-08,IAH,SAN,292,19:00,19:40,19:08,19:49,8.0,9.0,0
F100635,EK,2024-08-03,BWI,LAS,200,11:05,11:45,11:05,11:45,-29.0,-58.0,0
F100636,AI,2024-11-18,MIA,LAX,267,15:40,16:20,15:47,16:31,7.0,11.0,0
F100637,AI,2024-09-05,JFK,LAS,1121,02:30,04:50,02:30,04:50,-12.0,-10.0,0
F100638,BA,2024-01-08,MIA,BOS,1238,23:15,01:49,23:15,01:49,-25.0,-22.0,0
F100639,AF,2024-12-24,DEN,BOS,1393,07:25,10:19,07:25,10:29,-5.0,10.0,0
F100640,UA,2024-09-10,SAN,DFW,719,13:20,14:49,13:20,14:49,-15.0,-6.0,0
F100641,AF,2024-02-29,LAX,BOS,2219,01:30,06:07,01:39,06:26,9.0,19.0,0
F100642,QF,2024-12-15,SEA,EWR,694,22:20,23:46,22:20,23:46,-9.0,-3.0,0
F100643,EK,2024-09-28,CLT,LAS,785,21:00,22:38,21:23,22:55,23.0,17.0,0
F100644,AI,2024-05-18,MIA,PHX,458,08:15,09:12,08:49,10:01,34.0,49.0,0
F100645,SW,2024-09-23,BWI,SFO,619,10:50,12:07,11:40,12:56,50.0,49.0,0
F100646,DL,2024-02-20,JFK,MSP,1050,16:15,18:26,16:20,18:39,5.0,13.0,0
F100647,AA,2024-01-30,JFK,ATL,1162,19:50,22:15,20:03,22:18,13.0,3.0,0
F100648,DL,2024-07-11,ORD,DEN,200,21:50,22:30,22:26,23:01,36.0,31.0,0
F100649,BA,2024-12-04,BOS,DTW,970,02:50,04:51,03:05,05:28,15.0,37.0,0
F100650,AF,2024-02-07,MIA,DEN,1096,08:00,10:17,08:00,10:17,-3.0,-7.0,0
F100651,BA,2024-02-05,DEN,DTW,977,15:45,17:47,15:45,17:47,-16.0,-14.0,0
F100652,LH,2024-08-14,SFO,ATL,968,22:05,00:06,22:53,00:55,48.0,49.0,0
F100653,EK,2024-03-17,JFK,PHL,200,20:50,,22:04,,74.0,87.0,0
F100654,AF,2024-01-02,CLT,SAN,2249,16:55,21:36,16:55,21:36,-22.0,-23.0,0
F100655,DL,2024-01-02,IAH,SEA,1404,12:55,15:50,13:15,16:16,20.0,26.0,0
F100656,AF,2024-07-24,LAS,BOS,200,01:50,02:30,01:50,02:30,-36.0,-16.0,0
F100657,AF,2024-05-28,ORD,DTW,2017,20:45,00:57,20:49,01:20,4.0,23.0,0
F100658,LH,2024-09-06,ATL,CLT,386,02:50,03:38,02:50,03:38,-19.0,-27.0,0
F100659,AI,2024-07-18,SEA,PHL,1433,02:35,05:34,02:35,05:48,-15.0,14.0,0
F100660,AA,2024-01-29,LAX,PHX,1276,10:55,13:34,11:29,14:16,34.0,42.0,0
F100661,EK,2024-10-23,IAH,DFW,1728,07:15,10:51,07:15,10:55,-15.0,4.0,0
F100662,AI,2024-12-25,LAX,MIA,1084,20:30,,21:07,,37.0,22.0,0
F100663,DL,2024-10-29,MSP,DEN,1108,02:15,04:33,02:15,04:33,-15.0,-9.0,0
F100664,SW,2024-12-13,EWR,LAS,1923,12:10,16:10,12:10,16:14,-10.0,4.0,0
F100665,SW,2024-03-29,LAX,SAN,323,10:15,10:55,11:15,12:06,60.0,71.0,0
F100666,QF,2024-05-04,DEN,DTW,2035,18:00,22:14,18:24,22:45,24.0,31.0,0
F100667,UA,2024-02-11,JFK,PHL,1475,00:00,03:04,00:04,03:04,4.0,-13.0,0
F100668,LH,2024-04-15,DTW,DFW,1268,04:50,07:28,04:50,07:28,-12.0,-23.0,0
F100669,AA,2024-09-12,SAN,DEN,1381,19:15,22:07,19:15,22:07,-2.0,-9.0,0
F100670,SW,2024-09-28,SFO,ATL,717,03:40,05:09,04:16,05:50,36.0,41.0,0
F100671,SW,2024-04-09,MIA,LAX,200,03:30,04:10,03:43,04:43,13.0,33.0,0
F100672,AA,2024-05-25,LAX,CLT,712,06:20,07:49,06:42,08:03,22.0,14.0,0
F100673,DL,2024-03-31,LAX,BWI,917,05:00,06:54,05:34,07:33,34.0,39.0,0
F100674,AI,2024-08-02,BWI,LAS,1773,06:55,10:36,07:13,11:23,18.0,47.0,0
F100675,DL,2024-04-12,SEA,MSP,200,12:45,13:25,12:47,13:25,2.0,-9.0,0
F100676,SW,2024-04-01,SAN,MSP,390,12:10,12:58,12:10,12:58,-18.0,-14.0,0
F100677,SW,2024-01-17,LAS,DFW,1135,22:40,01:01,22:58,01:08,18.0,7.0,0
F100678,UA,2024-05-31,LAS,SEA,805,19:30,21:10,19:30,21:10,-17.0,-4.0,0
F100679,QF,2024-07-29,SEA,ORD,477,16:25,17:24,16:27,17:35,2.0,11.0,0
F100680,AA,2024-05-06,EWR,SEA,630,10:20,11:38,10:44,12:23,,45.0,0
F100681,AI,2024-01-23,JFK,MSP,1113,01:25,03:44,01:55,03:51,30.0,7.0,0
F100682,DL,2024-05-03,MSP,PHL,742,02:35,04:07,02:47,04:08,12.0,1.0,0
F100683,AF,2024-11-27,BOS,SEA,1124,02:00,04:20,02:33,04:32,33.0,12.0,0
F100684,AI,2024-08-25,JFK,DTW,286,04:55,05:35,05:07,05:55,12.0,20.0,0
F100685,AA,2024-12-19,ORD,EWR,1442,10:35,13:35,10:45,13:53,10.0,18.0,0
F100686,QF,2024-12-16,BWI,SFO,1542,02:40,05:52,02:40,05:52,-3.0,-8.0,0
F100687,AF,2024-07-15,LAX,DFW,898,11:25,13:17,11:37,13:23,12.0,6.0,0
F100688,DL,2024-03-11,IAH,SFO,763,10:45,12:20,11:02,12:41,17.0,21.0,0
F100689,SW,2024-06-29,SEA,PHX,888,08:35,10:26,08:35,10:26,-37.0,-35.0,0
F100690,EK,2024-03-03,PHL,IAH,417,15:55,16:47,16:27,17:17,32.0,30.0,0
F100691,AF,2024-08-22,ORD,SEA,402,02:15,03:05,02:15,03:15,0.0,10.0,0
F100692,UA,2024-12-22,MIA,ATL,1131,04:25,06:46,04:28,06:46,,-2.0,0
F100693,LH,2024-08-30,IAH,DFW,1560,11:20,14:35,11:20,14:50,-3.0,15.0,0
F100694,SW,2024-07-29,PHL,LAS,1388,18:10,21:03,18:36,21:30,26.0,27.0,0
F100695,QF,2024-08-22,IAH,MSP,739,09:40,11:12,09:50,11:20,10.0,8.0,0
F100696,EK,2024-01-25,PHX,BOS,2480,04:10,09:20,04:10,09:20,-18.0,-4.0,0
F100697,QF,2024-03-30,BOS,DEN,1310,22:55,01:38,23:08,02:11,13.0,33.0,0
F100698,AF,2024-08-13,BWI,DFW,1179,08:10,10:37,08:10,10:37,-9.0,-3.0,0
F100699,AF,2024-08-17,DFW,CLT,890,17:30,19:21,17:50,19:53,20.0,32.0,0
F100700,UA,2024-03-20,MSP,LAS,484,00:55,01:55,01:32,02:31,37.0,36.0,0
F100701,BA,2024-10-16,BWI,DFW,1266,23:25,02:03,23:25,02:03,-7.0,-6.0,0
F100702,QF,2024-01-13,ATL,LAS,706,12:40,14:08,12:43,14:08,3.0,-5.0,0
F100703,SW,2024-04-23,BWI,PHL,568,08:45,09:56,08:45,09:56,-12.0,-8.0,0
F100704,DL,2024-04-09,PHL,CLT,200,15:10,15:50,15:10,15:50,-27.0,-28.0,0
F100705,LH,2024-07-08,DFW,MSP,227,12:10,,12:10,,-23.0,-36.0,0
F100706,QF,2024-08-15,ORD,SEA,492,23:20,00:21,23:45,00:59,25.0,38.0,0
F100707,LH,2024-10-27,EWR,DFW,2151,19:15,23:43,20:09,00:48,54.0,65.0,0
F100708,AF,2024-07-11,ORD,SAN,1616,02:00,05:22,02:10,05:40,10.0,18.0,0
F100709,AI,2024-04-05,DFW,SEA,2166,12:05,16:35,12:21,17:07,16.0,32.0,0
F100710,BA,2024-08-25,DTW,BWI,439,07:00,07:54,07:00,07:54,-10.0,-4.0,0
F100711,EK,2024-08-01,ATL,LAS,1089,05:25,07:41,05:25,08:04,-8.0,23.0,0
F100712,EK,2024-10-24,ORD,CLT,1103,15:40,17:57,15:40,17:57,-4.0,0.0,0
F100713,DL,2024-10-21,PHX,IAH,1015,00:05,02:11,00:17,02:11,12.0,-5.0,0
F100714,UA,2024-01-28,PHX,DEN,1775,08:10,11:51,08:51,12:52,41.0,61.0,0
F100715,QF,2024-04-09,ORD,IAH,1195,20:30,22:59,20:54,23:15,24.0,16.0,0
F100716,AF,2024-12-16,BOS,MIA,1499,22:55,02:02,23:08,02:11,13.0,9.0,0
F100717,UA,2024-07-09,PHL,BOS,1518,15:20,18:29,15:50,19:02,30.0,33.0,0
F100718,SW,2024-11-10,SFO,BWI,1263,22:35,01:12,22:35,01:12,-19.0,-2.0,0
F100719,LH,2024-02-29,MSP,ORD,460,04:00,04:57,04:00,04:57,-11.0,-8.0,0
F100720,AI,2024-03-29,PHL,LAS,1668,22:05,01:33,22:40,02:10,35.0,37.0,0
F100721,UA,2024-03-05,SEA,LAS,1463,06:30,09:32,06:30,09:32,-35.0,-42.0,0
F100722,AA,2024-01-22,DTW,EWR,580,06:15,07:27,06:53,08:15,38.0,48.0,0
F100723,BA,2024-06-03,LAX,ATL,1110,21:00,23:18,21:14,23:53,14.0,35.0,0
F100724,SW,2024-01-15,DEN,CLT,897,02:30,04:22,02:30,04:22,-26.0,-11.0,0
F100725,UA,2024-09-15,PHL,SEA,1109,18:15,20:33,18:46,21:05,31.0,32.0,0
F100726,SW,2024-10-02,BOS,DEN,496,00:55,01:57,01:12,02:16,17.0,19.0,0
F100727,AF,2024-08-13,BWI,DEN,1110,21:15,23:33,22:02,00:09,47.0,36.0,0
F100728,SW,2024-06-09,EWR,ATL,1171,03:25,05:51,03:25,05:51,-13.0,-42.0,0
F100729,QF,2024-06-16,LAX,ATL,970,15:15,17:16,15:23,17:33,8.0,17.0,0
F100730,EK,2024-07-27,SEA,BWI,869,09:20,11:08,09:20,11:08,-30.0,-38.0,0
F100731,AF,2024-12-11,DEN,JFK,1790,15:50,19:33,15:50,19:40,-14.0,7.0,0
F100732,UA,2024-12-21,CLT,EWR,1629,18:15,21:38,18:15,21:38,-1.0,-8.0,0
F100733,SW,2024-10-31,LAS,SFO,1628,12:15,15:38,12:16,15:38,1.0,-16.0,0
F100734,AI,2024-11-25,BWI,MIA,1337,12:10,14:57,12:27,15:30,17.0,33.0,0
F100735,BA,2024-02-25,DFW,DTW,1209,03:05,05:36,03:05,05:54,0.0,18.0,0
F100736,AA,2024-12-13,ORD,PHL,1139,00:30,02:52,00:39,02:52,9.0,-5.0,0
F100737,DL,2024-09-09,ORD,IAH,635,14:45,16:04,15:11,16:25,26.0,21.0,0
F100738,QF,2024-01-17,IAH,JFK,200,13:15,13:55,14:49,15:13,94.0,78.0,0
F100739,AA,2024-12-03,DEN,BWI,2354,09:55,14:49,09:55,14:49,-1.0,0.0,0
F100740,DL,2024-12-03,BWI,DTW,596,17:50,19:04,18:17,19:16,27.0,12.0,0
F100741,AA,2024-09-10,CLT,MIA,200,18:20,19:00,19:07,19:39,47.0,39.0,0
F100742,AA,2024-03-06,BWI,LAX,1447,11:10,14:10,11:10,14:10,-20.0,-9.0,0
F100743,LH,2024-06-25,ATL,MSP,2010,11:20,15:31,11:20,15:31,-6.0,-27.0,0
F100744,AI,2024-06-05,ORD,ATL,2013,03:10,07:21,03:40,07:47,30.0,26.0,0
F100745,LH,2024-08-03,BWI,PHL,869,08:00,09:48,08:00,09:48,-21.0,-2.0,0
F100746,LH,2024-02-20,LAS,SAN,679,15:15,16:39,15:15,16:39,-28.0,-23.0,0
F100747,AF,2024-07-05,DEN,LAS,483,13:45,14:45,13:45,14:45,-19.0,-22.0,0
F100748,QF,2024-05-15,SFO,LAS,1051,01:05,03:16,01:05,03:16,-28.0,-9.0,0
F100749,DL,2024-10-30,BWI,ATL,1406,10:05,13:00,10:05,13:00,-2.0,-11.0,0
F100750,DL,2024-06-02,BOS,IAH,946,13:50,15:48,14:19,16:28,29.0,40.0,0
F100751,EK,2024-01-10,IAH,DEN,1635,20:55,00:19,20:55,00:19,-5.0,-38.0,0
F100752,EK,2024-11-10,MIA,BWI,1748,13:40,17:18,13:43,17:31,3.0,13.0,0
F100753,SW,2024-08-10,DFW,LAS,2001,13:10,17:20,14:18,18:22,68.0,62.0,0
F100754,BA,2024-05-11,BOS,DEN,1080,21:40,23:55,21:40,23:55,-17.0,-22.0,0
F100755,BA,2024-10-13,MSP,PHL,647,13:20,14:40,13:26,14:45,6.0,5.0,0
F100756,BA,2024-03-31,MIA,BWI,643,20:00,21:20,20:00,21:20,-17.0,-5.0,0
F100757,DL,2024-02-02,LAS,BOS,1802,13:10,16:55,13:54,17:35,44.0,40.0,0
F100758,UA,2024-10-19,SEA,ATL,1512,23:35,02:44,23:48,02:52,13.0,8.0,0
F100759,QF,2024-02-16,MIA,PHL,1440,07:40,10:40,07:40,10:40,-8.0,-11.0,0
F100760,LH,2024-04-21,SEA,MSP,200,04:15,04:55,04:15,04:55,-5.0,0.0,0
F100761,AI,2024-09-30,LAX,PHL,1941,11:55,15:57,11:55,15:57,-2.0,-12.0,0
F100762,BA,2024-08-31,DFW,CLT,1898,22:10,02:07,,,,,1
F100763,AI,2024-12-19,LAX,ORD,697,21:45,23:12,21:45,23:12,-37.0,-33.0,0
F100764,DL,2024-08-14,IAH,SEA,805,12:00,13:40,13:05,14:53,65.0,73.0,0
F100765,DL,2024-04-17,SEA,LAS,912,05:25,07:19,05:25,07:19,-16.0,-10.0,0
F100766,AA,2024-09-08,MIA,ORD,1874,15:55,19:49,16:10,19:56,15.0,7.0,0
F100767,DL,2024-09-16,DEN,BOS,1323,02:10,04:55,02:16,05:08,6.0,13.0,0
F100768,AA,2024-11-18,LAX,SFO,787,14:50,16:28,14:50,16:28,-2.0,-5.0,0
F100769,DL,2024-05-07,ATL,SFO,1565,16:55,20:10,16:55,20:10,-2.0,-6.0,0
F100770,LH,2024-09-01,LAS,DTW,434,23:30,00:24,23:48,00:48,18.0,24.0,0
F100771,SW,2024-07-07,ORD,MSP,730,05:20,06:51,05:20,07:05,-11.0,14.0,0
F100772,AA,2024-02-15,IAH,SEA,200,14:45,15:25,15:04,16:01,19.0,36.0,0
F100773,AI,2024-02-15,MIA,DFW,200,11:30,12:10,11:57,12:36,27.0,26.0,0
F100774,EK,2024-04-24,DTW,ATL,1153,22:45,01:09,22:45,01:23,-1.0,14.0,0
F100775,EK,2024-08-08,CLT,DFW,1217,06:40,09:12,06:50,09:13,10.0,1.0,0
F100776,UA,2024-01-15,EWR,DFW,2129,09:05,13:31,09:12,14:07,7.0,36.0,0
F100777,EK,2024-08-28,ORD,JFK,2156,04:10,08:39,04:10,08:39,-37.0,-43.0,0
F100778,LH,2024-02-07,SAN,MIA,377,03:35,04:22,03:41,04:32,6.0,10.0,0
F100779,AI,2024-01-03,SAN,LAX,1137,08:35,10:57,09:08,11:50,33.0,53.0,0
F100780,QF,2024-04-01,LAX,SAN,1580,08:30,11:47,08:30,11:47,,-14.0,0
F100781,AF,2024-03-13,PHL,EWR,1001,08:15,10:20,08:33,10:38,18.0,18.0,0
F100782,BA,2024-05-24,PHX,MSP,200,08:40,09:20,09:04,09:41,24.0,21.0,0
F100783,UA,2024-03-18,LAS,PHL,746,17:50,19:23,17:50,19:23,-12.0,-14.0,0
F100784,UA,2024-05-13,LAX,PHL,231,05:55,06:35,05:59,06:49,4.0,14.0,0
F100785,EK,2024-09-05,PHX,BWI,1158,14:25,16:49,14:56,17:13,31.0,24.0,0
F100786,SW,2024-03-27,BOS,DEN,233,23:35,00:15,23:36,00:15,1.0,-4.0,0
F100787,AA,2024-04-02,PHL,SAN,693,13:15,14:41,13:27,14:49,12.0,8.0,0
F100788,BA,2024-07-10,ATL,EWR,249,18:15,18:55,18:15,18:55,-7.0,-1.0,0
F100789,EK,2024-10-31,MSP,MIA,1402,21:00,23:55,21:24,00:26,24.0,31.0,0
F100790,AI,2024-01-25,DFW,SEA,899,20:05,21:57,20:22,22:15,17.0,18.0,0
F100791,LH,2024-05-10,ORD,EWR,1067,05:45,07:58,05:45,07:58,-16.0,-13.0,0
F100792,UA,2024-05-25,CLT,EWR,1227,20:50,23:23,21:06,23:26,16.0,3.0,0
F100793,BA,2024-07-02,SAN,DFW,1057,21:15,23:27,21:15,23:27,-29.0,-25.0,0
F100794,EK,2024-11-03,MIA,SAN,579,13:15,14:27,14:05,15:20,50.0,53.0,0
F100795,LH,2024-09-19,ORD,LAX,1480,10:25,13:30,11:25,14:22,60.0,52.0,0
F100796,QF,2024-05-28,PHL,ORD,1261,14:20,16:57,14:20,16:57,-23.0,-17.0,0
F100797,BA,2024-08-06,SEA,IAH,2059,09:40,13:57,09:40,13:57,-9.0,-18.0,0
F100798,LH,2024-08-25,EWR,ATL,945,21:55,23:53,22:53,01:02,58.0,69.0,0
F100799,QF,2024-12-04,JFK,DFW,457,14:30,15:27,15:13,15:52,43.0,25.0,0
F100800,BA,2024-08-20,LAS,SAN,2281,21:25,02:10,21:53,03:01,28.0,51.0,0
F100801,UA,2024-02-10,SFO,DEN,200,23:40,00:20,23:40,00:20,-11.0,-21.0,0
F100802,LH,2024-03-28,ATL,JFK,222,20:25,21:05,20:45,21:34,20.0,29.0,0
F100803,EK,2024-12-19,BOS,CLT,1779,21:55,01:37,21:55,01:37,-6.0,-6.0,0
F100804,SW,2024-12-22,ATL,JFK,200,06:00,06:40,06:46,07:29,46.0,49.0,0
F100805,QF,2024-06-03,SFO,ORD,1433,14:30,17:29,,,,,1
F100806,UA,2024-09-05,DFW,DTW,1454,15:00,18:01,15:43,18:36,43.0,35.0,0
F100807,LH,2024-01-05,LAX,PHX,1418,03:50,06:47,03:56,07:20,6.0,33.0,0
F100808,AI,2024-05-28,SAN,IAH,499,01:25,02:27,02:01,03:09,36.0,42.0,0
F100809,EK,2024-09-27,SEA,LAX,1178,00:20,02:47,00:28,03:13,8.0,26.0,0
F100810,EK,2024-11-14,ATL,PHL,1158,20:10,22:34,20:10,22:34,-31.0,-14.0,0
F100811,EK,2024-04-28,PHX,DTW,1621,16:45,20:07,17:07,20:17,22.0,10.0,0
F100812,EK,2024-12-30,DFW,LAS,416,12:20,13:12,12:20,13:12,-40.0,-32.0,0
F100813,UA,2024-05-24,SAN,SFO,200,22:55,23:35,22:55,23:35,-36.0,-19.0,0
F100814,EK,2024-09-09,ATL,MSP,1460,09:45,12:47,09:45,12:47,-1.0,-1.0,0
F100815,AF,2024-09-14,DEN,SFO,200,01:15,01:55,01:45,02:19,30.0,24.0,0
F100816,EK,2024-06-30,MIA,PHX,1198,01:35,04:04,01:35,04:04,-55.0,-41.0,0
F100817,DL,2024-08-22,LAX,DTW,548,03:15,04:23,03:15,04:23,-27.0,-29.0,0
F100818,QF,2024-02-23,LAX,IAH,642,05:50,07:10,06:24,07:41,34.0,31.0,0
